         0    0.1446    1.4404    4.2689   -9.2554   -2.8426    0.2229   -2.5650  -10.8490
    0.0040   -0.1554    0.1404    3.3689  -10.5550   -2.0426  -21.7770  -16.5650   -6.8493
    0.0080    2.1446    0.5404    4.4689   -7.7554    0.1574   -3.7771   -8.5650  -18.8490
    0.0120    1.9446   -2.2596    0.8689   -8.5554    0.4574  -11.7770  -20.5650  -28.8490
    0.0160    3.3446   -0.7596    2.2689   -6.9554    1.6574   -9.7771  -26.5650  -28.8490
    0.0200    3.0446   -2.3596    2.5689   -7.7554    1.6574   -5.7771  -32.5650  -30.8490
    0.0240    4.1446   -3.8596    3.1689   -6.8554    1.8574  -13.7770  -40.5650  -54.8490
    0.0280    4.0446   -4.7596    3.2689   -8.6554    2.7574  -13.7770  -36.5650  -34.8490
    0.0320    5.9446   -2.8596    3.1689   -5.2554    4.4574   -3.7771  -24.5650  -32.8490
    0.0360    2.9446   -3.4596    0.7689   -7.3554    3.8574   -3.7771  -24.5650  -36.8490
    0.0400   -1.3554   -2.9596    2.0689   -6.3554    3.5574  -11.7770  -28.5650  -60.8490
    0.0440   -3.4554   -5.4596    2.0689   -6.3554    4.6574    2.2229  -10.5650  -26.8490
    0.0480   -0.9554   -3.8596    4.5689   -5.9554    6.3574   -1.7771  -12.5650  -10.8490
    0.0520    0.9446   -4.8596    3.3689   -6.1554    6.1574   -7.7771  -24.5650  -12.8490
    0.0560    3.5446   -2.6596    4.6689   -2.8554    7.0574    8.2229  -14.5650  -22.8490
    0.0600    2.5446   -3.2596    2.4689   -2.4554    4.2574    2.2229  -12.5650  -24.8490
    0.0640    2.8446   -1.8596    1.4689   -2.8554    2.9574    0.2229  -20.5650  -28.8490
    0.0680    2.0446   -2.5596   -3.8311   -3.9554   -1.0426  -25.7770  -26.5650  -14.8490
    0.0720    1.1446   -0.2596   -3.0311    0.3446   -0.9426    0.2229  -16.5650   -4.8493
    0.0760    0.9446   -2.2596   -2.6311    0.8446    0.1574    6.2229   -0.5650   -2.8493
    0.0800   -1.0554   -1.5596   -1.4311    1.4446    0.9574   -5.7771   -4.5650   -0.8493
    0.0840   -2.5554   -1.1596   -0.2311    0.3446    1.4574  -17.7770  -10.5650   -8.8493
    0.0880   -3.9554   -3.8596    0.4689   -1.0554    1.4574  -15.7770  -28.5650  -20.8490
    0.0920   -2.1554   -4.3596    1.9689    0.4446    4.7574   30.2230  -34.5650  -26.8490
    0.0960   -2.1554   -7.5596    1.5689    0.9446    6.8574   54.2230  -46.5650  -12.8490
    0.1000   -4.9554  -11.7600    2.4689    3.9446    9.4574   74.2230  -24.5650    3.1507
    0.1040   -5.1554  -12.7600    1.7689    4.9446    6.4574   62.2230   -0.5650   25.1510
    0.1080   -9.2554   -7.4596   -3.7311    5.9446   -2.9426   20.2230   89.4350  125.1500
    0.1120  -14.8550    4.6404  -12.2310    9.9446  -15.6430  -75.7770  241.4400  275.1500
    0.1160  -25.3550   18.8400  -27.2310   12.7450  -34.1430 -225.7800  425.4300  455.1500
    0.1200  -32.9550   42.9400  -42.5310   12.3450  -54.5430 -405.7800  571.4300  577.1500
    0.1240  -38.3550   63.5400  -54.3310   10.0450  -67.4430 -543.7800  713.4300  709.1500
    0.1280  -44.7550   78.9400  -63.1310    7.1446  -82.4430 -667.7800  815.4300  773.1500
    0.1320  -46.7550   90.8400  -69.7310   -1.2554  -90.8430 -629.7800  821.4300  665.1500
    0.1360  -27.4550   97.6400  -59.0310  -15.0550  -78.6430 -439.7800  575.4300  283.1500
    0.1400    4.4446   88.0400  -35.4310  -27.7550  -52.4430 -203.7800  267.4400  -56.8490
    0.1440   24.2450   63.4400  -14.6310  -35.4550  -26.7430  -45.7770  -38.5650 -270.8500
    0.1480   33.9450   35.9400    4.5689  -34.2550   -3.6426   98.2230 -248.5600 -408.8500
    0.1520   33.5450    9.1404   13.1690  -24.4550   12.3570  198.2200 -256.5600 -334.8500
    0.1560   25.6450  -11.1600   18.5690  -12.1550   21.5570  194.2200 -246.5600 -264.8500
    0.1600   16.2450  -23.9600   19.2690   -3.3554   25.4570  178.2200 -222.5600 -186.8500
    0.1640   10.7450  -30.0600   17.8690    1.3446   25.6570  158.2200 -218.5600 -152.8500
    0.1680    7.1446  -31.6600   18.5690    4.9446   25.7570  154.2200 -202.5600 -124.8500
    0.1720    5.9446  -31.1600   16.7690    4.7446   23.9570  138.2200 -214.5600 -136.8500
    0.1760    3.4446  -31.5600   13.1690    3.5446   22.3570  134.2200 -200.5600 -114.8500
    0.1800    4.0446  -30.0600   15.3690    6.2446   22.7570  122.2200 -190.5600 -110.8500
    0.1840    2.3446  -29.7600   13.9690    9.2446   21.8570  120.2200 -178.5600 -100.8500
    0.1880    2.2446  -29.6600   14.0690    6.7446   20.4570  114.2200 -168.5600  -94.8490
    0.1920    3.5446  -27.5600   14.3690    5.5446   17.6570  102.2200 -174.5600 -112.8500
    0.1960    3.4446  -27.9600   14.7690    4.8446   16.0570  108.2200 -138.5600  -88.8490
    0.2000    3.6446  -23.1600   13.7690    5.6446   16.3570  106.2200 -126.5600  -74.8490
    0.2040    4.1446  -20.5600   15.9690    7.6446   17.0570  104.2200 -106.5600  -56.8490
    0.2080    4.3446  -20.3600   14.7690    5.7446   15.9570   76.2230 -114.5600  -62.8490
    0.2120    3.5446  -18.4600   12.7690    4.8446   14.3570   84.2230 -106.5600  -68.8490
    0.2160    2.0446  -14.4600    7.1689    4.1446   11.1570   72.2230 -100.5600  -70.8490
    0.2200    2.0446  -11.3600    5.4689    6.1446    9.2574   72.2230  -96.5650  -66.8490
    0.2240    1.5446  -10.7600    5.4689    7.2446    9.0574   70.2230  -74.5650  -62.8490
    0.2280    0.5446  -13.0600    3.6689    5.7446    9.1574   58.2230  -62.5650  -44.8490
    0.2320    1.2446  -12.4600    3.7689    4.9446    8.8574   42.2230  -76.5650  -54.8490
    0.2360    1.7446  -12.6600    5.0689    4.5446    7.4574   40.2230  -62.5650  -48.8490
    0.2400    0.4446  -11.7600    3.8689   -0.0554    5.3574   32.2230  -50.5650  -10.8490
    0.2440    0.5446   -9.5596    3.1689    0.6446    4.3574   28.2230  -64.5650  -36.8490
    0.2480   -0.0554  -10.4600    1.5689    2.1446    4.0574   36.2230  -36.5650  -18.8490
    0.2520    1.1446   -9.3596    1.2689    1.7446    4.5574   40.2230  -26.5650  -10.8490
    0.2560    2.9446   -6.0596    2.9689    3.3446    6.1574   36.2230  -44.5650  -28.8490
    0.2600    0.8446   -6.8596    3.0689    3.5446    6.4574   30.2230  -22.5650  -14.8490
    0.2640   -2.3554   -7.2596    3.2689    5.0446    5.7574   26.2230  -28.5650  -12.8490
    0.2680   -2.3554   -7.0596    3.0689    5.2446    4.5574   20.2230  -24.5650   -8.8493
    0.2720   -1.4554   -7.4596    3.2689    5.8446    4.7574   32.2230  -14.5650   -8.8493
    0.2760   -3.1554   -6.8596    1.5689    2.4446    3.0574   18.2230   -6.5650    3.1507
    0.2800   -1.3554   -2.9596    2.6689    4.2446    3.2574   14.2230  -18.5650  -12.8490
    0.2840   -2.0554   -1.6596    1.1689    2.0446    1.7574   16.2230    1.4350    7.1507
    0.2880   -1.8554   -0.5596    0.9689    2.5446    0.6574   16.2230   -6.5650    1.1507
    0.2920   -0.8554   -1.2596    1.5689    3.6446    0.1574   16.2230   -0.5650    1.1507
    0.2960   -2.0554   -1.4596   -0.3311    2.5446   -0.4426    8.2229   11.4350   25.1510
    0.3000   -1.3554   -0.8596    0.6689    1.8446    0.2574   12.2230    5.4350    5.1507
    0.3040   -1.3554   -0.3596   -0.1311    4.2446   -0.6426   14.2230   13.4350   13.1510
    0.3080   -0.2554    1.1404   -3.0311    5.9446   -0.9426   26.2230   23.4350   23.1510
    0.3120    0.4446    2.7404   -4.9311    4.5446   -2.0426    2.2229    9.4350   -0.8493
    0.3160    1.2446    4.7404   -4.7311    4.5446   -3.8426  -13.7770    1.4350    7.1507
    0.3200    1.2446    5.1404   -4.6311    5.4446   -3.9426  -11.7770   13.4350   23.1510
    0.3240   -0.1554    5.2404   -5.1311    3.1446   -4.0426  -17.7770   17.4350   45.1510
    0.3280   -0.1554    4.3404   -3.1311    2.9446   -3.8426  -17.7770   33.4350   37.1510
    0.3320   -1.8554    1.1404   -4.3311    5.4446   -1.3426   -3.7771   43.4350   51.1510
    0.3360   -0.9554    1.2404   -4.3311    8.7446   -0.5426  -25.7770   35.4350   39.1510
    0.3400    0.6446    5.0404   -7.7311    9.7446   -0.4426  -27.7770   37.4350   43.1510
    0.3440    7.1446   11.6400   -9.4311    9.8446    2.2574  -21.7770   51.4350   53.1510
    0.3480   14.9450   18.2400  -12.6310    7.5446    0.9574  -27.7770   51.4350   35.1510
    0.3520   12.8450   18.4400  -16.9310    7.4446   -5.2426  -13.7770   57.4350   47.1510
    0.3560    3.3446   11.5400  -17.0310    6.1446  -13.2430  -19.7770   55.4350   55.1510
    0.3600  -13.2550   -3.2596   -8.4311    3.1446  -18.5430  -31.7770   53.4350   71.1510
    0.3640  -20.0550   -9.2596   -1.0311    0.3446  -14.5430  -31.7770   45.4350   49.1510
    0.3680  -16.1550   -5.7596   -2.1311    1.1446  -10.2430  -43.7770   35.4350   47.1510
    0.3720   -8.0554    0.2404   -1.7311    3.8446   -6.2426  -37.7770   57.4350   49.1510
    0.3760   -8.0554    2.5404   -3.8311    3.4446   -5.2426  -31.7770   55.4350   57.1510
    0.3800   -8.7554    0.5404   -3.0311    4.9446   -4.3426  -35.7770   47.4350   51.1510
    0.3840   -8.6554   -0.2596   -3.6311    3.5446   -3.8426  -33.7770   53.4350   61.1510
    0.3880   -8.7554    1.6404   -2.6311    3.3446   -3.6426  -47.7770   33.4350   43.1510
    0.3920   -7.2554    2.8404   -1.2311    3.2446   -1.3426  -19.7770   47.4350   29.1510
    0.3960   -7.4554   -2.0596   -2.6311   -0.0554   -1.8426  -19.7770   49.4350   39.1510
    0.4000   -5.2554   -1.7596   -2.4311   -0.7554   -1.9426  -17.7770   43.4350   39.1510
    0.4040   -3.0554   -0.2596   -1.8311   -0.4554   -1.7426  -13.7770   29.4350   37.1510
    0.4080   -3.2554    0.9404   -2.4311    0.3446   -1.6426  -19.7770   23.4350   23.1510
    0.4120   -3.9554   -0.6596   -2.0311    1.9446   -1.3426  -19.7770  -10.5650    7.1507
    0.4160   -5.8554   -3.7596   -0.9311    2.4446    0.6574   10.2230   17.4350   55.1510
    0.4200   -3.3554   -3.9596    0.6689    2.0446    2.6574    2.2229   -6.5650   25.1510
    0.4240   -1.5554   -4.9596    2.7689    4.1446    6.7574   12.2230  -12.5650   15.1510
